Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"RR Gaddam, SRR Venna","Multi-Tenant Kubernetes Guardrails as Code",2021,"International Journal of Emerging Research in …","ijeret.org","http://ijeret.org/index.php/ijeret/article/view/471","",11,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,2,5,"… was dealing with multiple and repeating violations of Kubernetes security policies at the core. Each … Most enterprises have changed to hybrid or multi-cloud environments, and they have …","http://ijeret.org/index.php/ijeret/article/download/471/450","https://scholar.google.com/scholar?q=related:hcLy9HuboIQJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"P Mahajan, L Madaan, A Dhole","Automated and Unified Security Management in Multi-Cloud Architectures",2025,"","","","",12,"2026-05-16 00:43:36","CITATION","","",,,,,,0,0.00,0,3,1,"","","https://scholar.google.com/scholar?q=related:Cdrbj32KufAJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"A Rengarajan","Intelligent Secure Enterprise Kubernetes Infrastructure for Real-Time Cloud Healthcare Analytics",2025,"International Journal of Engineering &Extended …","ijeetr.com","https://www.ijeetr.com/index.php/ijeetr/article/view/272","",13,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,1,1,"… to enterprise healthcare environments operating in multi-cloud and hybrid-cloud ecosystems. … Studies on Kubernetes security identify common vulnerabilities including misconfigured …","https://www.ijeetr.com/index.php/ijeetr/article/download/272/253","https://scholar.google.com/scholar?q=related:eQ4Y-0diuN0J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"J Morrison, L Hayes, S O'Connell, A Rivera, P Gomez…","Securing Multi-Cloud Kubernetes Worker Nodes with CIS-Aligned Governance Models",2023,"","researchgate.net","https://www.researchgate.net/profile/Mei-Lin-Zhang/publication/404196793_Securing_Multi-Cloud_Kubernetes_Worker_Nodes_with_CIS-Aligned_Governance_Models/links/69ed0d47964b1d1df98c88bc/Securing-Multi-Cloud-Kubernetes-Worker-Nodes-with-CIS-Aligned-Governance-Models.pdf","",14,"2026-05-16 00:43:36","PDF","","",,,,,,0,0.00,0,6,3,"… The rapid adoption of multi-cloud Kubernetes deployments has introduced significant security … security consistency without sacrificing operational agility in multi-cloud environments. …","https://www.researchgate.net/profile/Mei-Lin-Zhang/publication/404196793_Securing_Multi-Cloud_Kubernetes_Worker_Nodes_with_CIS-Aligned_Governance_Models/links/69ed0d47964b1d1df98c88bc/Securing-Multi-Cloud-Kubernetes-Worker-Nodes-with-CIS-Aligned-Governance-Models.pdf","https://scholar.google.com/scholar?q=related:nnPflI_1LkUJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
10,"E Zahoor, M Chaudhary, S Akhtar, O Perrin","A formal approach for the identification of redundant authorization policies in Kubernetes",2023,"Computers &Security","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404823003838","https://scholar.google.com/scholar?cites=5718625212855026169&as_sdt=2005&sciodt=2007&hl=en",15,"2026-05-16 00:43:36","","","",,,,,,10,3.33,3,4,3,"Application containerization allows for efficient resource utilization and improved performance when compared to traditional virtualization techniques. However, managing multiple …","","https://scholar.google.com/scholar?q=related:-QHRH1WjXE8J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
10,"Z Morić, V Dakić, T Čavala","Security hardening and compliance assessment of Kubernetes control plane and workloads",2025,"Journal of cybersecurity and privacy","mdpi.com","https://www.mdpi.com/2624-800X/5/2/30","https://scholar.google.com/scholar?cites=7715829182677993044&as_sdt=2005&sciodt=2007&hl=en",16,"2026-05-16 00:43:36","HTML","","",,,,,,10,10.00,3,3,1,"… This paper analyzes the key aspects of Kubernetes security … for enhancing Kubernetes security, assisting organizations in … strategies for Kubernetes in multi-cloud setups, emphasizing …","https://www.mdpi.com/2624-800X/5/2/30","https://scholar.google.com/scholar?q=related:VEYd7cIhFGsJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
4,"K Thirumalaisamy","Cloud-Native Defense-in-Depth Security for Mission-Critical Services in Managed Kubernetes",,"Volume","researchgate.net","https://www.researchgate.net/profile/Karthikeyan-Thirumalaisamy/publication/394541193_Cloud-Native_Defense-in-Depth_Security_for_Mission-Critical_Services_in_Managed_Kubernetes/links/68a3f5d67984e374ace98fd5/Cloud-Native-Defense-in-Depth-Security-for-Mission-Critical-Services-in-Managed-Kubernetes.pdf","https://scholar.google.com/scholar?cites=3124142509366129668&as_sdt=2005&sciodt=2007&hl=en",17,"2026-05-16 00:43:36","PDF","","",,,,,,4,0.00,4,1,,"… managed services that have built-in protection to mitigate kubelet risk, we can layer and add additional controls to limit risk as part of the overall risk management strategy in multi-cloud …","https://www.researchgate.net/profile/Karthikeyan-Thirumalaisamy/publication/394541193_Cloud-Native_Defense-in-Depth_Security_for_Mission-Critical_Services_in_Managed_Kubernetes/links/68a3f5d67984e374ace98fd5/Cloud-Native-Defense-in-Depth-Security-for-Mission-Critical-Services-in-Managed-Kubernetes.pdf","https://scholar.google.com/scholar?q=related:BDR3Ug8vWysJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"RF dos Santos","Applying Zero Trust to Kubernetes Clusters",2025,"ARIS2-Advanced Research on Information …","aris-journal.com","https://aris-journal.com/aris/index.php/journal/article/view/58","https://scholar.google.com/scholar?cites=15678360897690478775&as_sdt=2005&sciodt=2007&hl=en",18,"2026-05-16 00:43:36","","","",,,,,,2,2.00,2,1,1,"… Looking ahead, the continued maturation of Zero Trust in Kubernetes will likely be shaped by trends such as serverless computing, edge deployments, and multi-cloud scenarios. As …","https://aris-journal.com/aris/index.php/journal/article/download/58/46","https://scholar.google.com/scholar?q=related:tyg3Pyu6lNkJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"S Arora, P Josyula, A Kumar, G Hiremath","Policy Agents for Zero-Trust Kubernetes: A Comprehensive Survey",2025,"International Symposium on …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-13744-9_3","",19,"2026-05-16 00:43:36","","10.1007/978-3-032-13744-9_3","",,,,,,0,0.00,0,4,1,"… the gap between theoretical policy frameworks and practical multi-cloud implementation. … They reported that the combination of native Kubernetes security features with cloud-…","","https://scholar.google.com/scholar?q=related:8v8-i_nPsj4J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
22,"OS Adanigbo, BI Adekunle, E Ogbuefi, OT Odofin…","Implementing zero trust security in multi-cloud microservices platforms: A review and architectural framework",2025,"ecosystems","researchgate.net","https://www.researchgate.net/profile/Oluwasanmi-Adanigbo/publication/392264661_Implementing_Zero_Trust_Security_in_Multi-Cloud_Microservices_Platforms_A_Review_and_Architectural_Framework/links/683b2d8f6b5a287c304873f6/Implementing-Zero-Trust-Security-in-Multi-Cloud-Microservices-Platforms-A-Review-and-Architectural-Framework.pdf","https://scholar.google.com/scholar?cites=2005961809666908118&as_sdt=2005&sciodt=2007&hl=en",20,"2026-05-16 00:43:36","PDF","","",,,,,,22,22.00,4,5,1,"… While multi-cloud strategies and microservices architectures … Trust principles with multicloud microservices deployments. … multi-cloud platforms using Zero Trust design principles [10]. …","https://www.researchgate.net/profile/Oluwasanmi-Adanigbo/publication/392264661_Implementing_Zero_Trust_Security_in_Multi-Cloud_Microservices_Platforms_A_Review_and_Architectural_Framework/links/683b2d8f6b5a287c304873f6/Implementing-Zero-Trust-Security-in-Multi-Cloud-Microservices-Platforms-A-Review-and-Architectural-Framework.pdf","https://scholar.google.com/scholar?q=related:1h8ySqOb1hsJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"S Kalafatidis, G Kitsos…","C-Shield: A Holistic Solution for Secure End-to-End Kubernetes Multi-Cluster Management and Online Threat Mitigation using LLMs",2025,"2025 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11130174/","https://scholar.google.com/scholar?cites=1990571668891744662&as_sdt=2005&sciodt=2007&hl=en",21,"2026-05-16 00:43:36","","","",,,,,,1,1.00,0,3,1,"… Other use cases include hybrid and multi-cloud deployments … Recent research in Kubernetes security and orchestration … control plane for hybrid and multi-cloud infrastructures. In the …","https://www.researchgate.net/profile/Sarantis-Kalafatidis/publication/394983177_C-Shield_A_Holistic_Solution_for_Secure_End-to-End_Kubernetes_Multi-Cluster_Management_and_Online_Threat_Mitigation_using_LLMs/links/68c3c9ab508ac7086f58ad11/C-Shield-A-Holistic-Solution-for-Secure-End-to-End-Kubernetes-Multi-Cluster-Management-and-Online-Threat-Mitigation-using-LLMs.pdf","https://scholar.google.com/scholar?q=related:lrk_6GLunxsJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"M Usha","Next Generation Real Time Healthcare Analytics via Secure Kubernetes Enabled ML Cloud",2025,"International Journal of Science, Research and …","ijsrat.com","http://www.ijsrat.com/index.php/ijsrat/article/view/59","",22,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,1,1,"… Hybrid and multi-cloud strategies are increasingly adopted in healthcare to balance control and scalability. Sensitive workloads may remain on private clouds, while scalable analytics …","http://www.ijsrat.com/index.php/ijsrat/article/download/59/54","https://scholar.google.com/scholar?q=related:7Fgl2YNnkI4J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
10,"PR Nangi, CKRN Obannagari","A Multi-Layered Zero-Trust–Driven Cybersecurity Framework Integrating Deep Learning and Automated Compliance for Heterogeneous Enterprise Clouds",2024,"American International Journal of …","aijcst.org","https://aijcst.org/index.php/aijcst/article/view/130","https://scholar.google.com/scholar?cites=11216509818654148044&as_sdt=2005&sciodt=2007&hl=en",23,"2026-05-16 00:43:36","","","",,,,,,10,5.00,5,2,2,"… enforcing policies across multi-cloud and containerized environments. The proposed architecture is evaluated using a representative enterprise multi-cloud deployment, incorporating …","https://aijcst.org/index.php/aijcst/article/download/130/115","https://scholar.google.com/scholar?q=related:zMWPoEAMqZsJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"J Elhachmi, S Laaouamir, I Ziad","Securing containerized workloads in Kubernetes: Best practices and implementation",2025,"Available at SSRN 5194051","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5194051","https://scholar.google.com/scholar?cites=12383059408564419390&as_sdt=2005&sciodt=2007&hl=en",24,"2026-05-16 00:43:36","","","",,,,,,2,2.00,1,3,1,"… This paper proposes a distributed Kubernetes security architecture to enhance application … Lastly, extending the security framework to support multicloud and hybrid cloud environments …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5194051","https://scholar.google.com/scholar?q=related:PnsKgOx22asJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"V Verma","Network Security Policies for Containers in Cloud Applications",2024,"","aaltodoc.aalto.fi","https://aaltodoc.aalto.fi/items/ab63424a-8a23-4057-8f02-36506b192365","https://scholar.google.com/scholar?cites=15274616485642333100&as_sdt=2005&sciodt=2007&hl=en",25,"2026-05-16 00:43:36","","","",,,,,,1,0.50,1,1,2,"… These configurations cater to diverse setups such as multi-cloud deployments, hybrid cloud … For multi-cloud environments, where applications span across different cloud service …","https://aaltodoc.aalto.fi/bitstreams/a7008520-6316-4abb-b7c1-562bd500ba3a/download","https://scholar.google.com/scholar?q=related:rGsJ68NW-tMJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"RK Malviya","Securing Kubernetes for Enterprise-Scale Deployments: Challenges, Best Practices, and Future Directions",2024,"Best Practices, and Future Directions (October 27 …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5055443","",26,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,1,2,"… applications in hybrid and multi-cloud environments. However, as … Kubernetes security has been an area of active research, with … in the field of Kubernetes security, highlighting relevant …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5055443","https://scholar.google.com/scholar?q=related:sMO5koCR0aMJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"EF Spinella","Kubernetes Workload Identity Federation",2025,"","openaccess.uoc.edu","https://openaccess.uoc.edu/bitstream/10609/152143/1/KubernetesWorkloadIdentityFederation-EmilianoSpinella.pdf","https://scholar.google.com/scholar?cites=12543493285708935770&as_sdt=2005&sciodt=2007&hl=en",27,"2026-05-16 00:43:36","PDF","","",,,,,,2,2.00,2,1,1,"… By improving workload identity mechanisms in multi-cloud environments, this project enhances security when accessing cloud resources by applying the Data Minimization principle, …","https://openaccess.uoc.edu/bitstream/10609/152143/1/KubernetesWorkloadIdentityFederation-EmilianoSpinella.pdf","https://scholar.google.com/scholar?q=related:WrItYa9wE64J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"S Dikun, O Portillo","Evaluating Kubernetes Security Mechanisms for DOS Prevention: A Comparative Analysis of Multi-layer Protection Strategies",2025,"","arrow.tudublin.ie","https://arrow.tudublin.ie/cgi/viewcontent.cgi?article=1020&context=ecdtpos","",28,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,2,1,"… Study evaluated six Kubernetes security mechanisms, highlighting the strengths and limitations of each. Lightweight tools, such as RBAC and Resource Quotas, provide foundational …","","https://scholar.google.com/scholar?q=related:o7Q7xJkOT1wJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
3,"J Girhotra, A Byrisetty","Securing cloud-native applications (CNAs): A case study of practices in a large IT company",2025,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1980200","https://scholar.google.com/scholar?cites=6463324854113100975&as_sdt=2005&sciodt=2007&hl=en",29,"2026-05-16 00:43:36","","","",,,,,,3,3.00,2,2,1,"… for multi-cloud deployments[15]. As organizations increasingly adopt multi-cloud strategies to … As we read through a document (eg, a Kubernetes security guideline or a CI/CD security …","https://www.diva-portal.org/smash/get/diva2:1980200/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:r2Rd7bVXslkJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"J Zhang","Evaluation of Application Migration from Cloud to On-Premise",2024,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1896238","",30,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,1,2,"… Gatekeeper integrates these policies with Kubernetes admission control process, enforcing them during the resource creation phase to ensure compliance with established security …","https://www.diva-portal.org/smash/get/diva2:1896238/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:aAtq7Z4FGeYJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"H Vardhan, Y Khan, V Nikhil, J Priya…","Attribute Based Management of Secure Kubernetes Cloud Bursting",2025,"… Journal of Human …","milestoneresearch.in","https://milestoneresearch.in/JOURNALS/index.php/IJHCI/article/view/220","",31,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,5,1,"… Although existing research contributes valuable insights into Kubernetes security and cloud … by introducing an approach that strengthens access control in multi-cloud environments. …","https://milestoneresearch.in/JOURNALS/index.php/IJHCI/article/download/220/221","https://scholar.google.com/scholar?q=related:39LtzEc9IvIJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
42,"L Li, K Xiong, G Wang, J Shi","AI-Enhanced Security for Large-Scale Kubernetes Clusters: Advanced Defense and Authentication for National Cloud Infrastructure",2024,"Journal of Theory and Practice of …","academia.edu","https://www.academia.edu/download/119957679/ASEJAR2024030604.pdf","https://scholar.google.com/scholar?cites=7204466397810627520&as_sdt=2005&sciodt=2007&hl=en",32,"2026-05-16 00:43:36","PDF","","",,,,,,42,21.00,11,4,2,"… The integration of AI into Kubernetes security together with the general trend of using intelligent machines in cloud management. An AI-driven approach will provide more nuanced and …","https://www.academia.edu/download/119957679/ASEJAR2024030604.pdf","https://scholar.google.com/scholar?q=related:wJO9lQRo-2MJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"JR Thompson","Real Time Healthcare Analytics Powered by Secure Kubernetes Orchestrated ML Cloud Infrastructure",2025,"International Journal of Computer Technology and …","ijctece.com","https://ijctece.com/index.php/IJCTEC/article/view/445","",33,"2026-05-16 00:43:36","","","",,,,,,0,0.00,0,1,1,"… Hybrid and multi-cloud strategies allow healthcare enterprises to balance control and … Several studies analyze Kubernetes security challenges, including exposed dashboards, privilege …","https://ijctece.com/index.php/IJCTEC/article/download/445/398","https://scholar.google.com/scholar?q=related:3kJMgRjZY90J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22multi+cloud%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
