"Title,""Authors"",""Year"",""Source"",""Cites"",""Query"",""Stage"",""TA_Decision"",""TA_Reason"",""Q1"",""Q2"",""Q3"",""Q4"",""Q5"",""Total"",""KH_Decision"",""Abstract""";;;
"Building Resilient API Security Through a Five-Dimensional Framework for Data Breach Prevention in Modern Digital Ecosystems,""AS George, T Baskar, PB Srikaanth, MM Karthikeyan"",""2025.0"","""",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Supply chain attacks targeting API dependencies represent an emerging threat vector that … Policy enforcement automation ensures that security requirements are automatically applied …""";;;
"Impact of 5G on Network Topology and Security,""OA Toheeb, GD Johnson Lawrence"",""2025.0"","""",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The advent of 5G technology marks a significant evolution in telecommunications, fundamentally transforming network topology and security paradigms. This paper explores the dual …""";;;
"Reconfigurable hardware root-of-trust for secure edge processing,""A Ehret, E Del Rosario, C Schwicking…"",""2021.0"",""2021 IEEE High …"",""4"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… For example, supply chain attacks targeting either the device’s hardware or software. However, these … of program execution and access policy enforcement for a variety of applications. …""";;;
"Static and dynamic correlation of software development pipeline events,""M Balber, S Dvash"",""2023.0"",""US Patent 11,693,651"",""3"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""One way of protecting against these supply chain attacks is to monitor events from various tools used in the software development pipeline. Accordingly, before a piece of code is …""";;;
"COGNITIVE DEFENSE FABRIC: Real-Time Attack Prediction and Legitimate Traffic Preservation,""SK Balakrishnan"",""2025.0"","""",""2"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""It is with immense happiness and gratitude that I present this work—the result of years of exploration, experimentation, and collaboration across the evolving landscape of intelligent …""";;;
"COMBINING FEDERATED LEARNING AND DE-IDENTIFICATION FOR COLLABORATIVE CYBER DEFENSE WITHOUT DATA EXPOSURE Date: 17/09/2025,""L Khan, A Nile, S Craig"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Cyber threats, including ransomware, advanced persistent threats (APTs), and supply chain attacks, transcend organizational boundaries, demanding a coordinated response across …""";;;
"AI-Powered Micro-Segmentation for Next-Generation Zero-Trust Network Design,""S Clarke, M Reynolds"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Hard exclusion"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Real-time analysis of network telemetry and policy enforcement can create latency and throughput concerns if not optimized appropriately (Biru, 2025a). Leveraging edge computing, …""";;;
"Designing Reliable Information Systems for Critical Sectors: A Practical Framework for Cybersecurity Risk Management and Assurance,""J Castillo, A Morales"",""2025.0"",""Annual Review of Foundational and …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Software supply chain attacks targeting widely-used components can affect thousands of … smart contract functionality enables automated security policy enforcement [66]. However, the …""";;;
"SoK: Cybersecurity Assessment of Humanoid Ecosystem,""PP Surve, A Shabtai, Y Elovici"",""2025.0"",""arXiv preprint arXiv:2508.17481"",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This research describes how supply chain attacks on suppliers of hardware components of … The main vulnerability lies in insufficient runtime policy enforcement. While defenses like …""";;;
"AI Based IAM For Industrial Automation: Securing IIoT, ICS, and OT Systems,""V Gupta"",""2025.0"",""AI-Enhanced Cybersecurity for Industrial Automation"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… , supply chain attacks due to weak authentication and misuse of excessive privileges by an insider. … policy enforcement - features that align with both security and legal requirements. …""";;;
"Method for systematically and objectively assessing system security risk,""WTW Shih, W Posey, M Youhanaie"",""2022.0"",""US Patent 11,238,162"",""2"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Supply chain attacks aimed at enabling operational attacks include: targeted hardware and software malware insertion, ie insert malware to compromise a specific product";" untargeted …""";;
"System Security Framework for 5G Advanced/6G IoT Integrated Terrestrial Network-Non-Terrestrial Network (TN-NTN) with AI-Enabled Cloud Security,""S Maric, R Baidar, R Abbas, S Reisenfeld"",""2025.0"",""arXiv preprint arXiv …"",""4"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… threat detection, security automation, and intelligent policy enforcement. The NTN satellite access function provides … Attack vectors like supply chain attacks, cross-container breaches, …""";;;
"Zero trust architecture as a risk countermeasure in small–medium enterprises and advanced technology systems,""AM Abdelmagid, R Diaz"",""2025.0"",""Risk Analysis"",""21"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Impact: The primary risks of adopting automated technology for policy enforcement are false positives (faulty actions taken for attacks) and false negatives (attacks inaccurate for regular …""";;;
"The ROI of Data Security: How Hospitals and Health Systems Can Turn Compliance into Competitive Advantage,""S Arefin, NT Zannat"",""2024.0"",""Multidisciplinary Journal of Healthcare (MJH)"",""30"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""""";;;
"TAXI: Threat Analysis on the Xn Interface,""A Nymalm, S Zaman, E Vähäpassi…"",""2025.0"",""… Conference on 6G …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Such threats include supply chain attacks, lateral movements within networks, and insider … Tenet 7 emphasizes the need for automated and dynamic policy enforcement, and the …""";;;
"Cybersecurity and Privacy Perspectives on the Green Internet of Vehicles,""MA Qureshi, L Zafar, R Shaheen"",""2025.0"",""… Energy and the Internet of Vehicles"",""2"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Supply chain attacks on hardware, software for the case of the highly modular ecosystem as GIoV, are … Adaptive policy enforcement can also be aided by predictive threat modeling. …""";;;
"Zero trust security models for cloud-based data ecosystems: Implications for enterprise scalability and risk management,""AO Adebayo, OA Olasehan, NA Adeniyi"",""2025.0"","""",""10"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… risk scenarios such as credential theft, lateral movement, and supply chain attacks, and they … Zero-Trust cloud security architectures with AI-orchestrated policy enforcement for US …""";;;
"Cyber policy for monitoring and regulating cyberspace and cyber security measures for combating technologically enhanced crime in South Africa,""CL Ezeji"",""2024.0"",""International Journal of Business Ecosystem &Strategy …"",""13"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This complicates consistent security monitoring and policy enforcement over an organization’s … Supply chain attacks target organizations by exploiting vulnerabilities within the supply …""";;;
"Cybersecurity in the Age of Digital Transformation: Protecting Assets, Infrastructure, and Innovation,""M Arafah, AK Al-Banna, A Aladawi"",""2025.0"",""Complexities and Challenges for …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… According to (Jiang et al., 2022), studying the attack around 25 major supply chain attacks between 2015 and 2020, found supply chain attacks averaged 27 attacks times more …""";;;
"The Strategic Role of Cloud Security in Protecting National Information Infrastructure: Policies, Risks, and Defense Mechanisms,""AO Ogundipe"","""",""researchgate.net"",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""Cloud resilience has completely revamped the national information infrastructure (NII) for the growth of digital transformation in government service delivery. Cloud technologies offer …""";;;
"Improving Cyber-Resilience in AI-Enabled Telemedicine Platforms Through Blockchain-Based Threat Intelligence Sharing,""G Areo"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""Telemedicine has rapidly evolved into a core component of modern healthcare delivery, driven by advances in artificial intelligence (AI), remote monitoring devices, and real-time digital …""";;;
"Secure Mobile DevOps: Integrating Security from Code to Deployment in Mobile CI/CD Pipelines,""D Marguerite, M Patrick"",""2022.0"",""… of Trend in Scientific Research and …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This safeguards against supply chain attacks and unauthorized modifications. … policy enforcement tools that span multi-cloud contexts. Employing infrastructure-as-code (IaC) with …""";;;
"O-RAN xApps: Survey and research challenges,""A Elyasi, A Ashdown, KM Rumman…"",""2025.0"",""Available at SSRN …"",""10"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Hard exclusion"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… The trained models generate control actions that are sent to the Near-RT RIC via the A1 interface for policy enforcement or applied directly via O1 for configuration management. In this …""";;;
"Enhancing security in federated learning: designing distributed data science algorithms to reduce cyber threats,""M Masunda, R Ajayi"",""2025.0"",""Int J Adv Res Publ Rev"",""10"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""As data privacy regulations tighten and distributed computing proliferates, federated learning (FL) has emerged as a transformative paradigm that enables collaborative model training …""";;;
"Secure Coding Practices: An Auditor's Checklist for Enterprise Applications for FAANG by Ramkumar Bharathan,""R Bharathan"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""This report serves as a comprehensive guide to critical secure coding practices, presented as an actionable checklist for developers and security teams operating within large-scale …""";;;
"Navigating the waters of maritime cybersecurity with BIMCO's guidelines: identifying vulnerabilities and mitigating threats to IT and OT systems,""G Kalogeras"",""2023.0"","""",""2"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Hard exclusion"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""IT systems in vessels used in the marine sector, incorporating guidelines and methodologies from BIMCO in the review process. This study comprises a review of possible cybersecurity …""";;;
"Impact of regulatory compliance automation on fintech product scalability,""L Sacchi"",""2025.0"",""Famous Journal of computer science and …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… , transaction monitoring, regulatory reporting, policy enforcement, audit logging, and real-time … Automated kyc, policy enforcement, and reporting enabled parallel rather than sequential …""";;;
"Modernizing data security: Best practices for compliance with US and international privacy regulations,""H Eleanor"",""2021.0"",""International Journal of Trend in Scientific …"",""8"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""In an era defined by data-driven innovation and global digital interconnectivity, the protection of personal and sensitive information has become a critical priority for organizations …""";;;
"Transforming cybersecurity with agentic AI to combat emerging cyber threats,""N Kshetri"",""2025.0"",""Telecommunications Policy"",""71"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""This paper investigates the transformative potential of agentic AI in cybersecurity, specifically addressing how it can enhance practices in response to emerging threats. It aims to …""";;;
"Cloudcover: Enforcement of multi-hop network connections in microservice deployments,""DA Brucker-Hahn, W Feng, S Li…"",""2024.0"",""2024 Annual …"",""3"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… computing architectures that describes a method for policy enforcement of a “workflow” that may … Whether these exploits take the form of software supply-chain attacks, applicationlevel …""";;;
"Automated Moving Target Defense: A Proactive Cybersecurity Paradigm for Combating Advanced In-Memory and Fileless Attacks,""R Gogoi"",""2025.0"",""Available at SSRN 5823142"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… , ZTA alone does not guarantee that authenticated processes cannot be compromised";" once adversaries gain legitimate access—as demonstrated in numerous supply chain attacks—…""";;
"From Legacy to Zero-Trust: Migration Strategies, Cost-Benefit Analysis, and Security Gains in Mid-Sized Enterprises,""UV Chiagozie"",""2025.0"",""CogNexus"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… efforts simplified through automated policy enforcement, comprehensive audit logging, and … This capability proves increasingly critical as supply chain attacks grow more prevalent, with …""";;;
"From Code to Cloud: The Role of GitOps, GitHub, and GitLab in Modern DevOps,""S Kanthed"",""2025.0"",""Journal of Technological Innovations"",""3"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""In recent years, organizations have been increasingly adopting DevOps practices to enhance software development efficiency and resilience. This has led to the emergence of GitOps, a …""";;;
"Tackling Smart City Security Challenges in 5G-Iot Through Massive Machine-Type Communication,""CR Claina, Y Sivagnanam"",""2024.0"",""2024 International Conference on …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… SDN also enhances security by providing centralized policy enforcement and real-time traffic … Additionally, supply chain attacks can compromise systems before they are even deployed, …""";;;
"Cyber security challenges in 5G networks,""K Manjula, SM Sundaram, BK Sowmya"",""2025.0"",""Advances in Computers"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The 5G mobile network has transformed how people and devices connect in a number of ways, including faster data rates, lower latency, more dependability, expanded network …""";;;
"Trust threshold policy for explainable and adaptive zero-trust defense in enterprise networks,""Y Ge, Q Zhu"",""2022.0"",""2022 IEEE conference on communications and …"",""19"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This scenario is a critical step in the recent supply chain attacks [4], [5] and insider threats [6]… decides whether to disable the account at the policy enforcement point. We aim to find the …""";;;
"Enhancing Cloud Security Through IAM Policy Design and Role Segregation,""EO Goel"",""2025.0"",""E-Journal of Science and Emerging Technologies …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… with federated authentication frameworks ensures consistent policy enforcement across platforms. … Supply chain attacks in software development: Advanced prevention techniques and …""";;;
"Real-Time Threat Detection using SIEM for Industrial IoT Protocols,""T Heino, T Mohammad, A Hakkala"",""2025.0"","""",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Such supply chain attacks are difficult to detect and can provide attackers with persistent backdoor access. [29] Physical Tampering and Local Attacks: in field deployments (eg oil rigs, …""";;;
"Secure web applications based on moving target defense: Challenges, solutions, and new trends,""A Mishra, BB Gupta, D Santaniello…"",""2024.0"",""Digital forensics and …"",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""In view of growing cyber threats, static security solutions fail, requiring Moving Target Defense (MTD). This chapter discusses persistent threats to web applications and how MTD …""";;;
"Protecting Vehicles from Remote Attackers with Firewalls and Switched Networks,""EN Allen"",""2024.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This section defines the concepts of security policies and policy enforcement, which provide a structured way for automakers to describe what messages our system should consider as …""";;;
"Dynamic Threat Modeling For Internet-Facing Applications in Cloud Ecosystems,""C Vootkuri"","""",""researchgate.net"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… As we introduce cloud native technologies, other challenges come with supply chain attacks on shared libraries and third-party dependency vulnerabilities. In addition, attacks are …""";;;
"Autonomous Cybersecurity for Edge Devices in Remote Oil &Gas Operations: A Resilience Framework for Low-Connectivity Environments,""SG Quansah"",""2025.0"",""Journal of Artificial Intelligence General science …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… cyber-attacks, including ransomware and supply chain attacks, as well as targeted intrusions, … configurations and implementing automated policy enforcement, which can also ease the …""";;;
"Implementing Zero-Trust Architecture In Edi And Mft Systems: A Comprehensive Security Approach,""B Coimbatore Ramalingam"",""2025.0"",""INTERNATIONAL JOURNAL OF …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The rapid evolution of cyber threats targeting Electronic Data Interchange (EDI) and Managed File Transfer (MFT) systems, coupled with recent breakthrough developments in quantum …""";;;
"Securing ai model weights,""S Nevo, D Lahav, A Karpur, Y Bar-On, HA Bradley…"",""2024.0"",""Research reports …"",""10"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The goal of this report is to improve the security of frontier artificial intelligence (AI) or machine learning (ML) models.(Frontier models are those that match or exceed the capabilities of …""";;;
"Decentralized Vulnerability Disclosure Using Permissioned Blockchain: A Secure and Transparent Alternative to Centralized CVE Management,""N Amirov, N Aliyev, K Bicakci"",""2025.0"",""2025 18th International …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… necessitates cryptographic guarantees and automated policy enforcement. Furthermore, public … cybersecurity domains, including software supply chain security and threat intelligence …""";;;
"Blockchain-enhanced Cloud Security Frameworks: Addressing Human-network Vulnerabilities in Public and Private Sector Systems,""O Selesi-Aina"",""2024.0"",""Available at SSRN 5021062"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""This study aims to examine the effectiveness of blockchain technology in enhancing cloud security frameworks by focusing on human-network vulnerabilities in public and private sector …""";;;
"Data Security Challenges In Hospitals: A Survey on Cyber Security Issues In HealthCare Sector and Their Applications,""A Palanichamy, S Dhandapani"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Hard exclusion"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… The emergence of new threats, such as ransomware-as-a-service, supply chain attacks and AI-driven malware, underscores the need for healthcare organizations to stay proactive and …""";;;
"PickleBall: Secure Deserialization of Pickle-based Machine Learning Models,""AD Kellas, N Christou, W Jiang, P Li, L Simon…"",""2025.0"",""Proceedings of the …"",""8"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Similar to traditional software supply-chain attacks, bad actors can distribute malicious … PickleBall’s policy enforcement module is designed to protect the model loading application …""";;;
"Detection and prevention of malicious script attacks using behavioral analysis of run-time script execution events,""M Hod, Z Eli"",""2024.0"",""US Patent 12,164,644"",""9"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… not designed to continuously verify supply chain attacks and execution of malicious code. … The solution protects online businesses from web supply chain attacks (compromised 3rd-…""";;;
"Cybersecurity Standard-Based Model for IT/OT Converged Environments,""K Uutela"",""2025.0"","""",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""This thesis addresses the cybersecurity challenges posed by the convergence of Information Technology (IT) and Operational Technology (OT) in industrial environments. The aim is to …""";;;
"Digital Payment Security: A Developer Framework,""PV Sirigina"",""2023.0"","""",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… ecosystem grows more complex, Zero Trust will serve as the backbone of payment security, offering a robust strategy to combat insider threats, API abuse, and supply chain attacks. …""";;;
"Next-Generation Network Security: An Analysis of Threats, Challenges and Emerging Intelligent Defenses Within SDN and NFV Architectures.,""A SAHBI, F JAIDI, A BOUHOULA"",""2025.0"",""International Journal of …"",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… devices, the controller ensures coherent policy enforcement, optimized resource usage, and … overhead, and limited coverage against emerging side-channel and supply-chain attacks. …""";;;
"Advancements in detection and mitigation: Fortifying against APTs-a comprehensive review,""A Kumar, M Fahad, H Arif, HK Hussain"",""2024.0"",""BULLET: Jurnal Multidisiplin Ilmu"",""52"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Solar Winds supply chain assault, which has broad ramifications for businesses in both the public and private sectors, is indicative of the scope and sophistication of supply chain attacks…""";;;
"A Comparative Analysis of Subresource Integrity (SRI) vs. Content Security Policy (CSP) for Resource Integrity Verification: A Comparative Study of SRI and CSP …,""F Asadi"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… It is ideal for larger websites or when consistent policy enforcement across the entire site is … , other attack vectors, such as advanced supply chain attacks, were not explored. …""";;;
"Fiscal Year 2023 Cybersecurity and Privacy Annual Report,""P O'Reilly, P O'Reilly, K Rigopoulos"",""2024.0"","""",""5"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… software supply chain security and was developed in response to EO 14028, Enhancing the Nation’s Cybersecurity. This appendix outlines existing software supply chain security …""";;;
"CAD for hardware security,""F Farahmandi, MS Rahman, SR Rajendran…"",""2023.0"","""",""10"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""Emerging hardware security vulnerabilities are menacing since it is almost impossible to amend the design after fabrication. Recent studies reported vulnerabilities, including side-…""";;;
"Comprehensive impact assessment of intrusion detection and mitigation strategies using support vector machine classification,""O Ebong, A Edet, A Uwah…"",""2024.0"",""Research Journal of Pure …"",""16"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""Cybersecurity remains a paramount concern in today's interconnected digital space, necessitating continual evaluation and refinement of intrusion detection and mitigation strategies. …""";;;
"A Hybrid Digital Twin and AI Cyber Defense Architecture for NIST-Based Resilience Assessment of US Critical Infrastructure Networks,""E Sullivan, MR Douglas"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The increasing digitization and interconnection of United States critical infrastructure networks have introduced complex cybersecurity challenges that cannot be effectively addressed …""";;;
"Unified Linkage Models: Recontextualizing Cybersecurity,""HJ Sienkiewicz"",""2025.0"",""United States Cybersecurity Magazine"",""1"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… architectures struggle with polymorphic malware, supply chain attacks, and AI-based exploits that do … , and inherited roles through continuous policy enforcement and contextual signals. …""";;;
"PrFAHP-GT: A new privacy risk analysis framework using FAHP and game theory for digital supply chain management,""S Haghsefat, MT Ahvanooey, H Song…"",""2024.0"",""IEEE Transactions …"",""12"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Notably, policy enforcement of these security regulations is crucial for mitigating the … Available: https://www.statista.com/statistics/ 1367189/us-annual-number-of-supply-chain-attacks/ [11…""";;;
"Evaluation of Artificial Intelligence and Machine Learning-Based Security Models for Hybrid Cloud Platforms,""AM Prabaharan"","""",""researchgate.net"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""The evolution of hybrid cloud platforms has revolutionized digital infrastructure, enabling organizations to leverage the flexibility of public clouds alongside the control of private …""";;;
"Navigating the Digital Frontier an Examination of Data Security Challenges in Hospital Cyber Security,""A Palanichamy, S Dhandapani"",""2025.0"","""",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… The emergence of new threats, such as ransomware-as-a-service, supply chain attacks and AI-driven malware, underscores the need for healthcare organizations to stay proactive and …""";;;
"Emerging Trends and Research Directions in Blockchain based Security for IoT,""G Vats, S Tanwar, PK Sharma"",""2024.0"",""Emerging Trends in IoT and …"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… Researchers [8][9] investigated different aspects of implementing Zero Trust, including blockchain-based middleware and access control policy enforcement. The proposed framework is …""";;;
"The Future of Autonomous SQL Servers: Opportunities and Cybersecurity Risks,""CR Borra"",""2023.0"",""Journal of Computational Analysis and Applications"",""0"",""Q05"",""Excluded at T&A"",""EXCLUDE"",""Title no match"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""N/A"",""… This automation ensures consistent policy enforcement without relying on manual … user convenience while centralizing authentication policy enforcement. Attribute-based access control …""";;;
