Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Muurimäki","Define Software Bill of Materials (SBOM) as part of software supply chain in a multiplatform IT environment",2025,"","theseus.fi","https://www.theseus.fi/handle/10024/878189","",11,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,1,"… though CycloneDX is considered as a lightweight SBOM … CycloneDX is trusted by governments and their defense sectors from … CycloneDX or SPDX would most likely be the best SBOM …","https://www.theseus.fi/bitstream/handle/10024/878189/Muurimaki_Mikael.pdf?sequence=2","https://scholar.google.com/scholar?q=related:oJkoT91CuWYJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"DY Park, HY Hyeon, SE Gu…","Comparison of SBOM Tools for Software Supply Chain Security",2025,"Annual …","Korea Information Processing …","","",12,"2026-05-16 00:46:44","CITATION","","",,,,,,0,0.00,0,4,1,"","","https://scholar.google.com/scholar?q=related:k3o2n0TS5bIJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"J Viitanen","Organization visibility for the entire supply chain of software system",2024,"","theseus.fi","https://www.theseus.fi/handle/10024/844313","",13,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,2,"… system, its lifecycle, supply chain, supply chain attacks in theory and with an example, and … Nevertheless, having a minimum set of SBOM elements is better than not having an SBOM …","https://www.theseus.fi/bitstream/handle/10024/844313/Viitanen_Jukka.pdf?sequence=2","https://scholar.google.com/scholar?q=related:tlmGwBjILe8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"LF de Oliveira Soeiro","Assessing the Security of Software Supply Chains: Software Bill of Materials, Threat Propagation, and Logical Attack Graphs",2025,"","theses.hal.science","https://theses.hal.science/tel-05516576/","",14,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,1,"… SBOM et sur l’écosystème des outils de génération de SBOM… relatives aux SBOM basée sur des fichiers SBOM produits in … In the wake of major software supply chain security incidents (…","https://theses.hal.science/tel-05516576/document","https://scholar.google.com/scholar?q=related:FCAPVJQaK54J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"T Stalnaker","SBOMS AS A SOLUTION IN THE SOFTWARE SUPPLY CHAIN",,"vsgc.odu.edu","","https://vsgc.odu.edu/wp-content/uploads/2024/04/Stalnaker_T_VSGC-paper.pdf","",15,"2026-05-16 00:46:44","PDF","","",,,,,,0,0.00,0,1,,"… This was prompted by recent supply chain attacks, such as the SolarWinds breach, and criti… of SBOM specifications: (1) the intended use case of an SBOM, (2) the type of software the …","https://vsgc.odu.edu/wp-content/uploads/2024/04/Stalnaker_T_VSGC-paper.pdf","https://scholar.google.com/scholar?q=related:y16E5OQ5nk8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"G De Bonis","A Semantic Framework for Modeling and Analysing Software Supply Chains through Software Bill of Materials",,"amslaurea.unibo.it","","https://amslaurea.unibo.it/id/eprint/37296/","",16,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,,"This thesis offers a multi-layered semantic structure for modeling and examining software supply chains using Software Bills of Materials (SBOMs). Contemporary software ecosystems …","https://amslaurea.unibo.it/id/eprint/37296/1/Thesis%20-%20final.pdf","https://scholar.google.com/scholar?q=related:TF_qwMrxErkJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
4,"A Syed","Best practices for application security",2024,"Supply Chain Software Security: AI, IoT, and …","Springer","https://link.springer.com/chapter/10.1007/979-8-8688-0799-2_4","https://scholar.google.com/scholar?cites=11019884711289715024&as_sdt=2005&sciodt=2007&hl=en",17,"2026-05-16 00:46:44","","10.1007/979-8-8688-0799-2_4","",,,,,,4,2.00,4,1,2,"… Application security (AppSec) and software supply chain security … In contrast, software supply chain security broadens this … SBOMs in various formats like CycloneDX, SPDX, and CSV, …","","https://scholar.google.com/scholar?q=related:UHkuUsJ-7pgJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"O Sorocean, AO Portillo-Dominguez…","Securing the Software Supply Chain with Software Bill of Materials (SBOMs): An Empirical Evaluation of Open-Source Tools in Enterprise IT Environments",2025,"… and Computer Software","Springer","https://link.springer.com/article/10.1134/S0361768825700598","",18,"2026-05-16 00:46:44","","10.1134/S0361768825700598","",,,,,,0,0.00,0,3,1,"… Software bill of materials (SBOMs) has emerged as a potential solution to mitigate software supply chain security risks. An SBOM is a comprehensive and structured inventory that …","","https://scholar.google.com/scholar?q=related:BR3zVwI1x2MJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"M Eminov","ENHANCING ENTERPRISE SOFTWARE SUPPLY CHAIN SECURITY THROUGH NIST-GUIDED SOFTWARE BILL OF MATERIALS (SBOM) …",2025,"The Scientific Heritage","cyberleninka.ru","https://cyberleninka.ru/article/n/enhancing-enterprise-software-supply-chain-security-through-nist-guided-software-bill-of-materials-sbom-implementation","",19,"2026-05-16 00:46:44","HTML","","",,,,,,0,0.00,0,1,1,"… Software Bill of Materials (SBOM) has emerged as a vital instrument to enhance transparency, reduce attack surfaces, and accelerate vulnerability response. This study examines SBOM …","https://cyberleninka.ru/article/n/enhancing-enterprise-software-supply-chain-security-through-nist-guided-software-bill-of-materials-sbom-implementation","https://scholar.google.com/scholar?q=related:7ZDwBYua8pQJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
9,"NK Tran, S Pallewatta, MA Babar","An Empirically Grounded Reference Architecture for Software Supply Chain Metadata Management",2024,"Proceedings of the 28th International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3661167.3661212","https://scholar.google.com/scholar?cites=14813231771171833338&as_sdt=2005&sciodt=2007&hl=en",20,"2026-05-16 00:46:44","","10.1145/3661167.3661212","",,,,,,9,4.50,3,3,2,"… The grey literature articles were gathered via Google search engine using the search phrase “Software Supply Chain Security Solutions OR SBOM Tools.” We include articles that list …","https://dl.acm.org/doi/pdf/10.1145/3661167.3661212","https://scholar.google.com/scholar?q=related:-kU64M8rk80J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
15,"M Mounesan, H Siadati…","Exploring the threat of software supply chain attacks on containerized applications",2023,"2023 16th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10474901/","https://scholar.google.com/scholar?cites=8517689942773288509&as_sdt=2005&sciodt=2007&hl=en",21,"2026-05-16 00:46:44","","","",,,,,,15,5.00,5,3,3,"… Our dataset is limited to 12.6k containers as running SBOM scans is time-consuming and … out of 190k unique dependencies collected from SBOM data. Although our analysis does not …","","https://scholar.google.com/scholar?q=related:PU7r0d_pNHYJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"L Gehrke","Dissertation Research Description: The Potential of SBOMs to Increase Software Supply Chain Security",2025,"Proceedings of the 2025 ACM SIGSAC Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3719027.3765576","",22,"2026-05-16 00:46:44","","10.1145/3719027.3765576","",,,,,,0,0.00,0,1,1,"… SBOM datasets from related works can be used for this project. Additionally, a new SBOM … Next, the tool will be set into context of project (2), the SBOM Usage model and the resulting …","https://dl.acm.org/doi/pdf/10.1145/3719027.3765576","https://scholar.google.com/scholar?q=related:Z5q2_BgrnEQJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
9,"C Hughes, T Turner","Software Transparency: supply chain security in an era of a software-driven society",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=iji9EAAAQBAJ&oi=fnd&pg=PT10&dq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&ots=QHJLYi1cj5&sig=Enie5fUgEELeySItPOm9TdHNwbw","https://scholar.google.com/scholar?cites=10342202284016828970&as_sdt=2005&sciodt=2007&hl=en",23,"2026-05-16 00:46:44","BOOK","","",,,,,,9,3.00,5,2,3,"… we go from the idea of SBOM to the practice of SBOM. While I expect practitioners around … supply chain attacks. The document laid out several significant software supply chain attacks …","","https://scholar.google.com/scholar?q=related:KoIOli7iho8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
8,"O Shukla","Software supply chain security: Designing a secure solution with SBOM for modern software ecosystems",2025,"International Journal of Engineering Research & …","researchgate.net","https://www.researchgate.net/profile/Osha-Shukla/publication/391368487_Software_Supply_Chain_Security_Designing_a_Secure_Solution_with_SBOM_for_Modern_Software_EcoSystems/links/68143096df0e3f544f50606b/Software-Supply-Chain-Security-Designing-a-Secure-Solution-with-SBOM-for-Modern-Software-EcoSystems.pdf","https://scholar.google.com/scholar?cites=2180851715277380655&as_sdt=2005&sciodt=2007&hl=en",24,"2026-05-16 00:46:44","PDF","","",,,,,,8,8.00,8,1,1,"… SBOM Generator Layer: This layer scans and extracts component metadata from build artifacts to produce SBOMs in CycloneDX or SPDX formats, offering traceability of software …","https://www.researchgate.net/profile/Osha-Shukla/publication/391368487_Software_Supply_Chain_Security_Designing_a_Secure_Solution_with_SBOM_for_Modern_Software_EcoSystems/links/68143096df0e3f544f50606b/Software-Supply-Chain-Security-Designing-a-Secure-Solution-with-SBOM-for-Modern-Software-EcoSystems.pdf","https://scholar.google.com/scholar?q=related:L9zolBTxQx4J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
14,"VV Sehgal, PS Ambili","A taxonomy and survey of software bill of materials (SBOM) generation approaches",2023,"Analytics Global Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-031-50815-8_3","https://scholar.google.com/scholar?cites=16252138841649690485&as_sdt=2005&sciodt=2007&hl=en",25,"2026-05-16 00:46:44","","10.1007/978-3-031-50815-8_3","",,,,,,14,4.67,7,2,3,"… Packet and Network analysis could pave the way for detecting known supply chain attacks. … They attempt to prevent supply chain attacks by implementing a least privilege framework …","https://www.researchgate.net/profile/Ps-Ambili/publication/377107512_A_Taxonomy_and_Survey_of_Software_Bill_of_Materials_SBOM_Generation_Approaches/links/65d5bf23adc608480adbc05d/A-Taxonomy-and-Survey-of-Software-Bill-of-Materials-SBOM-Generation-Approaches.pdf","https://scholar.google.com/scholar?q=related:dbfbQCsyi-EJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"JM Ellis","Securing Modern Software Supply Chains: Threats, Frameworks, and Strategic Countermeasures",2025,"Emerging Frontiers Library for The American Journal …","emergingsociety.org","http://emergingsociety.org/index.php/efltajiir/article/view/590","",26,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,1,"… analysis of contemporary software supply chain security challenges, examining the … The study examined SBOM deployment practices, SLSA integrity guarantees, and other end…","https://emergingsociety.org/index.php/efltajiir/article/download/590/586","https://scholar.google.com/scholar?q=related:2YN0SQ8_ShgJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
32,"M Mirakhorli, D Garcia, S Dillon, K Laporte…","A landscape study of open source and proprietary tools for software bill of materials (sbom)",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2402.11151","https://scholar.google.com/scholar?cites=8774820431766628954&as_sdt=2005&sciodt=2007&hl=en",27,"2026-05-16 00:46:44","","","",,,,,,32,16.00,6,5,2,"… To address this complexity, the adoption of a Software Bill of Materials (SBOM) … SBOM. We investigate emerging use cases in software supply chain security and identify gaps in SBOM …","https://arxiv.org/pdf/2402.11151","https://scholar.google.com/scholar?q=related:WipKE7FsxnkJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
8,"MF Rabbi, AI Champa, MF Zibran","Claim vs. capability: A comparative analysis of the SBOM generation tools for rust projects",2025,"… of the 40th ACM/SIGAPP Symposium …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3672608.3707940","https://scholar.google.com/scholar?cites=8656850499167039384&as_sdt=2005&sciodt=2007&hl=en",28,"2026-05-16 00:46:44","","10.1145/3672608.3707940","",,,,,,8,8.00,3,3,1,"… Log4j attacks were prominent supply chain attacks arising from … In response to such supply chain attacks, the US government … and suppliers must provide an SBOM for each product they …","https://dl.acm.org/doi/pdf/10.1145/3672608.3707940","https://scholar.google.com/scholar?q=related:mK-DvKlPI3gJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"AA Bangash, T Ge, Z Zhao, A Singh, Z Wang…","The State of the SBOM Tool Ecosystems: A Comparative Analysis of SPDX and CycloneDX",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2512.21781","",29,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,6,1,"… SBOM tools, identifying enhancement areas for each format. We compare health metrics of both ecosystems (171 CycloneDX versus 470 SPDX tools) … : projects using CycloneDX tools …","https://arxiv.org/pdf/2512.21781","https://scholar.google.com/scholar?q=related:F4wWJR15I1YJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"A Maratos, E Lubinsky, J Methman, J Surti, L Peele","Supply Chain Security: The Role of SBOMs and VEX in Cyber Risk Mitigation",2025,"","kilthub.cmu.edu","https://kilthub.cmu.edu/ndownloader/files/57807880","",30,"2026-05-16 00:46:44","PDF","","",,,,,,0,0.00,0,5,1,"… professionals with expertise in software supply chain security, SBOM analysis, and VEX … software supply chain security. This product would use Artificial Intelligence (AI) to refine SBOM …","https://kilthub.cmu.edu/ndownloader/files/57807880","https://scholar.google.com/scholar?q=related:6Z8Gfi-1de4J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"PR Seknametla","Secure Supply Chain Management in DevOps: Addressing Software Bill of Materials (SBOM) Risks",2025,"International Journal of Emerging Research in …","ijeret.org","http://ijeret.org/index.php/ijeret/article/view/525","",31,"2026-05-16 00:46:44","","","",,,,,,0,0.00,0,1,1,"… profile supply chain attacks, executive orders mandating SBOM … 2021 and 2022 that moved SBOM from a theoretical best … As of January 2025, the SBOM conversation has shifted. …","https://ijeret.org/index.php/ijeret/article/download/525/502","https://scholar.google.com/scholar?q=related:ApJbqJGs9BkJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
8,"Z Sun, Z Quan, S Yu, L Zhang, D Mao","A knowledge-driven framework for software supply chain security analysis",2024,"Proceedings of the 2024 8th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3640824.3640866","https://scholar.google.com/scholar?cites=3834996503892133025&as_sdt=2005&sciodt=2007&hl=en",32,"2026-05-16 00:46:44","","10.1145/3640824.3640866","",,,,,,8,4.00,2,5,2,"… one of the important aspects of software supply chain security analysis, especially in generating the SBOM file for a software. … This allowed us to generate the SBOM file for the software. …","https://dl.acm.org/doi/pdf/10.1145/3640824.3640866","https://scholar.google.com/scholar?q=related:oQRbaQClODUJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
10,"N Yousefnezhad, A Costin","Understanding SBOMs in real-world systems–a practical DevOps/SecOps perspective",2024,"… on Business Modeling and Software Design","Springer","https://link.springer.com/chapter/10.1007/978-3-031-64073-5_20","https://scholar.google.com/scholar?cites=8024473260345727404&as_sdt=2005&sciodt=2007&hl=en",33,"2026-05-16 00:46:44","","10.1007/978-3-031-64073-5_20","",,,,,,10,5.00,5,2,2,"… generators, emphasizing their role in bolstering software supply chain security, our categorization unveils a broader spectrum of tools facilitating SBOM runtime across various …","","https://scholar.google.com/scholar?q=related:rBmHMOqnXG8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22sbom%22%7C%22spdx%22%7C%22cyclonedx%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
